id,in_usa,race,arm_id,context_batch_id,commitment,ethnicity,captcha,sex,option_preference,discriminated,option_attention,garbage,option_attention_truth,consent,age,batch_id,prolific_id,phase
4048,True,"race_asian, race_other",7,1725,yes,hisp_latin_spanish_yes,purple,female,1,False,0,False,0,True,27.0,1725,661edf4e292bf917d4f0f6fa,max
4049,True,race_white,5,1725,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,45.0,1726,6677141ac0593472cb77123d,max
4050,True,race_white,11,1726,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,29.0,1727,63d1a6cf13960a1f9b53c1b1,max
4051,True,race_white,7,1725,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1728,6616a8f643f0e61db43d170c,max
4052,True,race_black,3,1726,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,38.0,1729,5e46d70ab1f1c5000d96800d,max
4053,True,"race_asian, race_black",6,1730,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,23.0,1730,6511b9f6748229dc3a8fa69d,max
4054,True,"race_white, race_other",3,1731,yes,hisp_latin_spanish_yes,Purple,female,1,True,1,False,1,True,18.0,1731,6672f11e7478638a8fc70501,max
4055,True,race_white,3,1730,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,54.0,1732,6656187cbdc83eb71d7d11eb,max
4056,True,race_black,7,1733,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1733,5928cbac80a86200013f3732,max
4057,True,race_white,5,1734,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1734,66798d20188dd1adc4beea1d,max
4058,True,race_white,7,1734,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,32.0,1735,66189efbfea1bbdb113fdda7,max
4059,True,race_white,7,1736,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,62.0,1736,62dea723c6db0370fd6c8229,max
4060,True,"race_white, race_other",7,1736,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,40.0,1737,5f3ae0a33ccf7478ecf76ce2,max
4063,True,race_white,3,1739,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,39.0,1740,601c454a1e2f3c720321470b,max
4067,True,race_white,7,1744,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,52.0,1744,6679aeb1f43b5be3f51db31e,max
4068,True,"race_asian, race_white",7,1744,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,60.0,1745,667992b506b5fb5504eb23e0,max
4081,True,race_white,5,1757,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,21.0,1757,664b787b056f8eda98b2048d,max
4082,True,race_white,1,1756,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,34.0,1757,665b97c904c455fa2c3f11dc,max
4083,True,race_white,3,1756,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,49.0,1758,6669be1768fc53f0e56d51a9,max
4089,True,race_white,7,1761,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,37.0,1764,5eb17aefc2338227ce362731,max
4090,True,race_white,7,1761,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,55.0,1765,641289945bdc9b5db3956bfb,max
4093,True,race_white,7,1767,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1768,5ba937237c0ebe000127583e,max
4097,True,race_black,7,1771,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,31.0,1772,66799e4346ba4ba446ab95f3,max
4102,True,race_black,5,1774,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,35.0,1776,6640c18e7e66a06af6ba7ce4,max
4103,True,race_white,7,1775,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,25.0,1777,665534872f8447d37af72e03,max
4104,True,race_black,7,1776,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,26.0,1778,6658e8cf19546bf4a7e553ff,max
4106,True,race_black,7,1780,yes,hisp_latin_spanish_no,Purple,female,1,False,0,False,0,True,32.0,1780,659ef47751b7a4af5be59f98,max
4107,True,race_white,5,1779,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,23.0,1781,6672394774f0704913ff5539,max
4115,True,race_white,5,1787,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,49.0,1789,66788269add67a4a8e717ce2,max
4116,True,race_asian,7,1788,yes,hisp_latin_spanish_no,purple,male,1,True,0,True,1,True,24.0,1790,5e7acb3c6c68580b56640a90,max
4122,True,race_white,7,1792,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,36.0,1795,5ff08eb00f62f441946c744f,max
4125,True,race_asian,7,1798,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,22.0,1798,5e8ecafedf10df182257c6b7,max
4127,True,race_white,7,1800,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,73.0,1800,5e246a245e04db6e93e22666,max
4128,True,race_nhpi,7,1800,yes,hisp_latin_spanish_yes,purple,female,0,False,1,False,1,True,20.0,1801,6674b36763a406047c933508,max
4133,True,race_white,7,1806,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1806,6669c002bf19235ea7aed1cf,max
4134,True,race_white,7,1806,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,43.0,1807,662aabf592ce4adca5ca8026,max
4139,True,race_white,3,1809,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,60.0,1812,5e48ae9451537d349b8113b4,max
4140,True,race_white,5,1813,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,28.0,1813,5fff0eb8fa9eac64dfee12f0,max
4143,True,race_white,3,1815,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,31.0,1816,5a9eea0835237b000112bdfb,max
4144,True,race_black,15,1815,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,46.0,1817,66351c39f862c014cfa831c4,max
4146,True,race_white,7,1818,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,25.0,1819,663d09cb40c44b404c0822cd,max
4147,True,race_asian,13,1819,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,62.0,1820,667869dea8eb39af2ab6d5e9,max
4148,True,race_white,1,1821,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,43.0,1821,614e35b2138b395a5410d87a,max
4149,True,race_white,5,1821,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,33.0,1822,6679b6d1f19428a988153dcb,max
4151,True,race_white,7,1823,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,46.0,1824,609ee7a707f13c414e5e87ec,max
4153,True,race_white,7,1825,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,55.0,1826,63c5cc58cfe69ba17880c392,max
4154,True,race_black,7,1826,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,59.0,1827,66568e65d6c28172319a8d9f,max
4155,True,race_asian,7,1828,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,25.0,1828,5f1215c24862ae13032bad4e,max
4158,True,race_other,7,1829,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,34.0,1830,647e135b2a7569c2f18cc9df,max
4160,True,race_white,7,1828,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,,1832,6677fdeb6feb1f65778b2a88,max
4163,True,race_white,7,1831,yes,hisp_latin_spanish_no,purple,female,1,True,0,True,1,True,30.0,1835,652c11fc55ec378330021675,max
4167,True,race_white,7,1836,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,33.0,1838,65e3a0239c379df7986a99a6,max
4172,True,race_white,7,1841,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,24.0,1842,6679c275b7fe9242bf334ee6,max
4174,True,race_white,7,1844,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,73.0,1844,5f97253793335b0a74991119,max
4180,True,race_white,3,1850,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,33.0,1850,603c10dfd98e9590b9425092,max
4184,True,race_white,7,1853,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,36.0,1854,6646481cf269bd90c8742de8,max
4189,True,race_white,7,1859,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,43.0,1859,62ddaf6866360121676c29c3,max
4196,True,race_black,1,1862,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,41.0,1865,6672e47b8fb7c8a11b8f0fa7,max
4197,True,race_white,7,1865,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,64.0,1866,5bef6c2b1305fe0001d56ba2,max
4211,True,race_other,7,1876,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,30.0,1880,5b975addbb32a6000182d3e2,max
4213,True,race_asian,1,1881,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,26.0,1882,6631d9a1abe8f32678cc081c,max
4215,True,race_white,7,1881,yes,hisp_latin_spanish_no,Purple,female,1,True,1,False,1,True,39.0,1883,65ff6765704c89daf32f6ddd,max
4217,True,race_white,3,1884,yes,hisp_latin_spanish_no,Purple,female,1,False,0,False,0,True,44.0,1885,607ec88e68df02237867c4ac,max
4223,True,race_white,7,1886,yes,hisp_latin_spanish_no,purple,male,0,False,1,False,1,True,66.0,1891,5c75d4d6b80b460014bd0373,max
4226,True,race_white,7,1893,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,28.0,1894,663a43b3a3f4fbbdd7241328,max
4227,True,race_white,7,1894,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,27.0,1895,65cd9a4cfdc5825241e05fec,max
4061,True,race_white,5,1737,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,65.0,1738,646b6d5cae6b877a3786ee53,max
4069,True,race_white,8,1742,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,49.0,1746,66537b0010ca11939058e52b,max
4071,True,race_asian,7,1748,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,21.0,1748,5edadc1f3ff7b87377da1442,max
4072,True,race_other,7,1748,yes,hisp_latin_spanish_yes,purple,male,1,False,0,False,0,True,21.0,1749,66789f46876079055bec794d,max
4075,True,race_white,3,1751,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,33.0,1752,5e838558ba24c80cb2be35bd,max
4077,True,race_black,7,1751,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,29.0,1753,66799a377614e844afeffdd0,max
4084,True,race_asian,7,1758,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,21.0,1759,65ad8d38818a5254375440af,max
4085,True,race_white,7,1758,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,58.0,1760,66115086690efa06b661e4fb,max
4094,True,race_asian,7,1768,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,24.0,1769,62ed7b80e4fc9daa9772da8e,max
4095,True,race_white,7,1769,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,30.0,1770,60fcce9918f1474731f9f090,max
4098,True,race_black,7,1771,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,39.0,1772,6632517a7c774502f8cda266,max
4112,True,race_other,7,1784,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,52.0,1786,662be698db74681bed159de2,max
4113,True,"race_asian, race_white",3,1787,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,24.0,1787,6103a6a5b1d93e18d85a6f23,max
4124,True,race_white,5,1793,yes,hisp_latin_spanish_yes,Purple,female,1,False,0,False,0,True,25.0,1797,613be2045058c28efc22c835,max
4129,True,race_asian,7,1800,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,20.0,1802,66572731cb06ce43c72bdf8a,max
4130,True,race_white,5,1802,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,58.0,1803,64385d841e0d55be48c9c8e4,max
4138,True,race_white,7,1809,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1811,6441b0f5f46c95a03b9ff02f,max
4142,True,race_other,3,1814,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,24.0,1815,66797b4576585e438e938319,max
4145,True,race_white,11,1818,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,67.0,1818,5bf0c68c5fc1db0001306ab0,max
4150,True,race_white,7,1823,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,23.0,1823,5e52af8dd120e7000bc35826,max
4152,True,race_white,5,1824,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,57.0,1825,578e195416020100010400f4,max
4157,True,race_white,5,1828,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,56.0,1829,5c4c8b7dd7c97200012952e6,max
4159,True,race_black,3,1830,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,28.0,1831,6629b7c5a5455a0061ca171f,max
4164,True,race_white,7,1832,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,41.0,1835,63d1bee75bd4d1ff3a9475ce,max
4168,True,race_white,7,1836,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1839,667452a884ddbe4ec009e968,max
4169,True,race_white,7,1840,yes,hisp_latin_spanish_no,purple,male,0,True,1,True,0,True,31.0,1840,6679af725f681821b6bc1328,max
4170,True,race_black,7,1832,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,39.0,1840,6672fb1558c9e4b7e6f9cd87,max
4171,True,race_white,1,1840,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,22.0,1841,5f52be0dc62ac45c309a3f22,max
4173,True,race_asian,7,1840,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,,1843,6660b10e594b84e07ee90d55,max
4175,True,race_white,7,1844,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1845,60fce69a663fb6378b389dfd,max
4176,True,race_white,7,1846,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,58.0,1846,666f0bf0f31347ddef6a1f93,max
4181,True,race_white,7,1850,yes,hisp_latin_spanish_yes,purple,female,0,True,0,False,0,True,55.0,1851,661018860325072b217ffb49,max
4182,True,race_white,7,1851,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,34.0,1852,5ef98087540ce971a8fb4280,max
4186,True,race_white,7,1854,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,21.0,1856,63caca07727ec41e89a42b72,max
4188,True,race_asian,7,1858,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,22.0,1858,6100eb7463ad8b9d49498837,max
4199,True,race_white,5,1867,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,38.0,1868,6679a404220d9536f94e7aa0,max
4204,True,race_black,7,1870,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,36.0,1873,6154b0b9c638eb2b8b147def,max
4205,True,race_white,3,1873,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,30.0,1874,663e7e85449ebc055cb547f1,max
4210,True,race_black,7,1878,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,40.0,1879,5d76c05f35227b0019dc57d1,max
4220,True,race_white,7,1881,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,54.0,1888,65ccf7acb72d141f952ec5d0,max
4221,True,race_white,6,1881,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,74.0,1889,660eaf77444e1d65f167a2ca,max
4225,True,race_white,11,1891,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,25.0,1893,6643d0665a2aafe59bfd4dce,max
4228,True,race_white,12,1888,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,50.0,1896,6668ded39ec8cf407851fbce,max
4229,True,race_black,7,1896,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,48.0,1897,6563ce2be4e979a116ef0495,max
4237,True,race_white,5,1902,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,20.0,1904,6679c981cc92cb42a0ed3478,max
4239,True,race_aian,11,1900,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,44.0,1906,6595a47d3adc1905f775a4c7,max
4240,True,race_white,7,1906,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,68.0,1907,62348c41368404b2ade8312b,max
4242,True,race_other,5,1905,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,41.0,1909,663695da1d7ef336d6db3c24,max
4245,True,race_other,5,1910,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,27.0,1912,6644fd6f64ae08e1ffa4e3e4,max
4246,True,race_white,7,1912,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,41.0,1913,62348098fd652eafce467ad0,max
4251,True,race_white,7,1917,yes,hisp_latin_spanish_no,Purple,female,0,True,0,False,0,True,43.0,1917,65bd2613bc9c811b418fc3ff,max
4256,True,race_white,7,1920,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,37.0,1921,664b189f85185ef7178bf0c2,max
4265,True,race_white,7,1929,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,53.0,1930,663aef576aee207f2bcd1c19,max
4273,True,race_white,7,1935,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,33.0,1937,664bb7ea935dfc3e692fdc5e,max
4274,True,race_white,6,1933,yes,hisp_latin_spanish_no,Purple,male,1,True,1,False,1,True,57.0,1938,6615a4b1d5d76508b73015d2,max
4275,True,race_white,5,1939,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,35.0,1939,6671a2f03dd634e580be4a93,max
4062,True,race_white,7,1738,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1739,611090ed2ebe113e53ed295e,max
4064,True,"race_asian, race_white",8,1739,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,29.0,1741,5bf500e33968ce00018ef727,max
4065,True,race_white,11,1741,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,22.0,1742,665a0421e26c8d6285e59f9a,max
4066,True,race_white,7,1742,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,40.0,1743,66747912090fa007874a6b0c,max
4070,True,race_white,7,1744,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,26.0,1747,663a5c999e927eca5e3437c6,max
4073,True,,3,1750,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,26.0,1750,5c0035c885c3910001570b30,max
4074,True,race_black,1,1751,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,33.0,1751,65c10e659858a125507f47f7,max
4076,True,race_white,7,1751,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,23.0,1752,5f04cc96ebb486133d5df0a4,max
4078,True,race_white,7,1752,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,62.0,1754,63a496d1f27eb761363608ce,max
4079,True,race_white,7,1755,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,29.0,1755,55a56724fdf99b7973398109,max
4080,True,,7,1756,yes,,purple,,1,True,1,False,1,True,,1756,6679a4fceb90622d2070dfd7,max
4086,True,race_white,7,1761,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,21.0,1761,61368e7338ccddeb37099033,max
4087,True,race_asian,7,1761,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,25.0,1762,5e8a429267bb966f224eb4e2,max
4088,True,race_white,7,1761,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,33.0,1763,5f21c1a03957f63d56486132,max
4091,True,race_white,3,1765,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,69.0,1766,58cefdb030c4cf0001ceb3ac,max
4092,True,race_white,7,1766,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,29.0,1767,5b406fc7c2e38100017613c4,max
4096,True,race_white,12,1768,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,43.0,1771,58d899d848a0550001171214,max
4099,True,race_white,7,1771,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,44.0,1773,611d0a43b1af85d84397cef4,max
4100,True,race_white,3,1771,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,33.0,1774,663ae8848f97b27e1c14fb05,max
4101,True,race_black,7,1774,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,60.0,1775,5f371531d5b7e818ee0cf328,max
4105,True,race_white,11,1778,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,20.0,1779,6679aa2a1e748b2113f10f2a,max
4108,True,race_white,5,1782,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,66.0,1782,663a59e617a5df9782291449,max
4109,True,race_white,7,1782,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,20.0,1783,665e0790251ba96fa62b621c,max
4110,True,race_white,3,1783,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,24.0,1784,6674c45016f0449d1b3662a3,max
4111,True,race_asian,7,1784,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,22.0,1785,5f4e840d4450000871b57da0,max
4114,True,race_white,7,1788,yes,hisp_latin_spanish_no,purple,female,1,False,0,False,0,True,66.0,1788,6500d3341fca3892ad10d44a,max
4117,True,race_white,7,1789,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,35.0,1790,63eab089ff73041bdea22229,max
4118,True,race_white,7,1788,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,54.0,1791,660ec502bb29e3627c1e5ec1,max
4119,True,race_white,6,1792,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,36.0,1792,56c9b19210a82f000cffd1eb,max
4120,True,race_white,3,1792,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,35.0,1793,5bbc4bd1f83ac60001fe665e,max
4121,True,race_white,3,1792,yes,hisp_latin_spanish_no,purple,male,1,False,0,False,0,True,38.0,1794,63179ee78e1aa91bf9e14eec,max
4123,True,race_white,5,1795,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,28.0,1796,5cfa77e907f7dd0001b163b7,max
4126,True,race_asian,7,1799,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,,1799,663aef4dd523dec20ea0a326,max
4131,True,race_white,7,1803,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,36.0,1804,5da978f61844f20014bf9933,max
4132,True,race_other,5,1805,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,24.0,1805,65aefab74abd092841459281,max
4135,True,race_white,7,1806,yes,hisp_latin_spanish_no,purple,,0,True,0,False,0,True,27.0,1808,6165abdc7a32008e0ab655ae,max
4136,True,race_white,1,1809,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,23.0,1809,60d2b465d78a9aac15d87288,max
4137,True,"race_black, race_white",7,1809,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,44.0,1810,66787408e4fc93a68eb6f2b8,max
4141,True,race_white,7,1814,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,23.0,1814,611122ab2e3422c03ae3c6d3,max
4156,True,race_white,7,1824,yes,hisp_latin_spanish_no,Purple ,male,1,True,1,True,1,True,36.0,1829,6643d9ca24a97069d54c5a89,max
4161,True,race_black,7,1831,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,48.0,1833,5629356bc8ffc2001251363b,max
4162,True,race_white,12,1833,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1834,65eddd5af59dc5a09bd40709,max
4165,True,race_white,5,1835,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,40.0,1836,5ed2958cf3d85d0880db5011,max
4166,True,race_white,3,1835,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,51.0,1837,5fc5a2371b535212264944ca,max
4177,True,race_white,5,1847,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,22.0,1847,6409220c6166510beff12d14,max
4178,True,race_white,7,1847,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,57.0,1848,6568c76c70bf92751e614d6c,max
4179,True,race_white,7,1847,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,31.0,1849,627d0848837a688546a3dfbe,max
4183,True,race_white,3,1851,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,40.0,1853,6339dbc3aed4893103c86e09,max
4185,True,race_black,7,1853,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,54.0,1855,622a426e8900cf2b495353e8,max
4187,True,race_other,5,1851,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,28.0,1857,666e9a369d162df415d8ad89,max
4190,True,race_white,7,1859,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,31.0,1860,667631657f9d35c51db6d689,max
4191,True,race_white,7,1859,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,55.0,1861,6678c7729607efaf4d30aef0,max
4192,True,race_other,7,1860,yes,hisp_latin_spanish_yes,purple,male,0,True,0,False,0,True,27.0,1862,5f1b4845cbf55f3192e33b89,max
4193,True,race_white,7,1860,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,38.0,1863,5dcf33e0961cb308755ac95b,max
4194,True,race_white,3,1860,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,45.0,1864,5de82c263aa2777a36b996b2,max
4195,True,race_white,7,1862,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,47.0,1864,663042c090c098dc6d09dbb6,max
4198,True,race_white,5,1865,yes,hisp_latin_spanish_yes,purple,female,1,True,1,False,1,True,19.0,1867,6646331053f6878f5266dbab,max
4202,True,race_white,5,1871,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,24.0,1871,661d92b376b7b35d90199d77,max
4203,True,race_black,3,1871,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,24.0,1872,6669d4bafd1b3f21868135c3,max
4209,True,race_white,6,1875,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,26.0,1878,66798dfc733ea9d461780dc6,max
4214,True,race_black,7,1881,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,35.0,1883,65c11433fa8fd299fde6c63e,max
4218,True,race_white,7,1885,yes,hisp_latin_spanish_no,purple,female,0,True,0,False,0,True,30.0,1886,5f0d0bb334aaaf7151fee628,max
4219,True,race_white,7,1884,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,37.0,1887,5e5c48e4b2b1bf42fbcdf80e,max
4222,True,race_white,13,1886,yes,hisp_latin_spanish_yes,purple,male,1,True,1,False,1,True,36.0,1890,66463dbb40eae3c5027d7a55,max
4230,True,race_white,7,1898,yes,hisp_latin_spanish_no,purple,male,1,True,1,False,1,True,41.0,1898,663a9c06f195984459b30974,max
4231,True,race_white,7,1898,yes,hisp_latin_spanish_no,purple,male,0,True,1,True,0,True,30.0,1899,62b5e1d73e3c296905ba2738,max
4234,True,race_white,3,1898,yes,hisp_latin_spanish_no,purple,female,1,True,1,False,1,True,32.0,1901,5e76005e865a941623bce08a,max
4238,True,race_black,7,1902,yes,hisp_latin_spanish_no,purple,female,0,False,1,False,1,True,36.0,1905,65c193ee2725b7aa17d96235,max
4241,True,race_white,6,1906,yes,hisp_latin_spanish_no,purple,male,0,True,0,False,0,True,57.0,1908,666b4b7238389462d039c5eb,max
