batch_id,alpha,arm_id,id,beta
2481,276,5,39685,90
2481,62,8,39688,36
2481,189,11,39691,71
2481,76,14,39694,46
2482,75,4,39700,46
2482,78,9,39705,42
2482,105,12,39708,45
2489,75,4,39812,46
2489,62,8,39816,36
2490,170,1,39821,67
2489,76,14,39824,46
2490,75,4,39827,46
2490,62,8,39832,36
2490,190,11,39835,71
2490,76,14,39838,46
2490,74,16,39840,48
2491,81,2,39842,47
2491,75,4,39844,46
2491,1413,7,39847,419
2491,74,10,39850,43
2491,106,13,39853,47
2491,74,16,39856,48
2492,293,3,39859,107
2492,62,8,39864,36
2492,106,13,39869,47
2493,75,4,39876,46
2493,62,8,39880,36
2493,105,12,39884,45
2494,277,5,39893,90
2494,74,10,39898,43
2494,88,15,39903,42
2495,81,2,39906,47
2495,103,6,39910,62
2495,74,10,39914,43
2495,76,14,39918,46
2497,170,1,39937,67
2497,277,5,39941,90
2497,78,9,39945,42
2497,107,13,39949,47
2498,293,3,39955,107
2498,103,6,39958,62
2498,78,9,39961,42
2499,81,2,39970,47
2499,75,4,39972,46
2499,62,8,39976,36
2499,88,15,39983,42
2500,170,1,39985,67
2500,75,4,39988,46
2500,1421,7,39991,420
2500,74,10,39994,43
2500,107,13,39997,47
2500,74,16,40000,48
2504,293,3,40051,107
2504,103,6,40054,62
2504,62,8,40056,36
2504,190,11,40059,72
2504,74,16,40064,48
2505,75,4,40068,46
2505,78,9,40073,42
2505,76,14,40078,46
2506,81,2,40082,47
2506,1425,7,40087,422
2506,105,12,40092,45
2507,170,1,40097,67
2380,62,8,38072,36
2380,105,13,38077,47
2381,75,4,38084,46
2381,78,9,38089,42
2381,76,14,38094,46
2384,75,4,38132,46
2384,78,9,38137,42
2384,76,14,38142,46
2385,75,4,38148,46
2385,78,9,38153,42
2385,76,14,38158,46
2386,289,3,38163,105
2386,1349,7,38167,402
2386,187,11,38171,71
2386,88,15,38175,42
2387,81,2,38178,47
2387,262,5,38181,87
2387,62,8,38184,36
2387,187,11,38187,71
2390,170,1,38225,66
2390,75,4,38228,46
2390,1352,7,38231,402
2390,74,10,38234,43
2390,105,13,38237,47
2390,74,16,38240,48
2396,289,3,38323,105
2396,1355,7,38327,402
2396,187,11,38331,71
2396,88,15,38335,42
2397,289,3,38339,105
2397,102,6,38342,62
2397,78,9,38345,42
2397,104,12,38348,44
2397,88,15,38351,42
2398,289,3,38355,105
2398,1357,7,38359,402
2398,187,11,38363,71
2398,88,15,38367,42
2399,170,1,38369,66
2399,102,6,38374,62
2399,187,11,38379,71
2399,88,15,38383,42
2400,170,1,38385,66
2400,263,5,38389,89
2400,78,9,38393,42
2400,105,13,38397,47
2479,81,2,39650,47
2479,75,4,39652,46
2479,103,6,39654,62
2479,62,8,39656,36
2479,78,9,39657,42
2479,189,11,39659,71
2479,76,14,39662,46
2480,88,15,39679,42
2481,293,3,39683,107
2481,103,6,39686,62
2481,78,9,39689,42
2481,105,12,39692,45
2481,88,15,39695,42
2482,293,3,39699,107
2482,62,8,39704,36
2482,76,14,39710,46
2483,81,2,39714,47
2483,103,6,39718,62
2483,74,10,39722,43
2483,76,14,39726,46
2489,170,1,39809,67
2489,103,6,39814,62
2489,190,11,39819,71
2489,106,13,39822,47
2490,293,3,39825,107
2489,74,16,39828,48
2490,103,6,39830,62
2490,105,12,39836,45
2491,170,1,39841,67
2491,293,3,39843,107
2491,277,5,39845,90
2491,62,8,39848,36
2491,190,11,39851,71
2491,76,14,39854,46
2492,170,1,39857,67
2492,103,6,39862,62
2492,190,11,39867,71
2492,74,16,39872,48
2494,75,4,39892,46
2494,78,9,39897,42
2494,76,14,39902,46
2496,170,1,39921,67
2496,277,5,39925,90
2496,78,9,39929,42
2496,107,13,39933,47
2497,81,2,39938,47
2497,103,6,39942,62
2497,74,10,39946,43
2497,76,14,39950,46
2498,170,1,39953,67
2498,75,4,39956,46
2498,1419,7,39959,420
2498,74,10,39962,43
2498,105,12,39964,45
2498,76,14,39966,46
2498,74,16,39968,48
2504,278,5,40053,90
2504,78,9,40057,42
2504,105,12,40060,45
2509,75,4,40132,46
2509,78,9,40137,42
2509,76,14,40142,46
2513,294,3,40195,107
2513,62,8,40200,36
2513,107,13,40205,47
2532,171,1,40497,67
2532,296,3,40499,107
2532,283,5,40501,94
2532,1436,7,40503,424
2532,78,9,40505,42
2532,190,11,40507,72
2532,107,13,40509,48
2532,88,15,40511,42
2533,171,1,40513,67
2533,103,6,40518,62
2533,190,11,40523,72
2533,74,16,40528,48
2534,75,4,40532,46
2534,62,8,40536,36
2534,106,12,40540,45
2535,296,3,40547,107
2535,62,8,40552,36
2535,107,13,40557,48
2536,75,4,40564,46
2536,78,9,40569,42
2536,76,14,40574,46
2559,172,1,40929,67
2559,297,3,40931,107
2559,288,5,40933,96
2559,1451,7,40935,427
2559,79,9,40937,42
2559,190,11,40939,72
2559,107,13,40941,48
2559,88,15,40943,42
2560,75,4,40948,46
2560,288,5,40949,96
2560,62,8,40952,36
2560,79,9,40953,42
2560,74,10,40954,43
2560,190,11,40955,72
2560,106,12,40956,45
2560,76,14,40958,46
2560,74,16,40960,48
2561,81,2,40962,47
2561,75,4,40964,46
2561,103,6,40966,62
2561,62,8,40968,36
2561,74,10,40970,43
2561,106,12,40972,45
2561,76,14,40974,46
2561,74,16,40976,48
2380,78,9,38073,42
2380,76,14,38078,46
2382,75,4,38100,46
2382,1347,7,38103,401
2382,104,12,38108,43
2383,75,4,38116,46
2383,62,8,38120,36
2383,104,12,38124,43
2383,74,16,38128,48
2384,81,2,38130,47
2384,1347,7,38135,402
2384,104,12,38140,43
2385,170,1,38145,66
2385,102,6,38150,62
2385,187,11,38155,71
2385,74,16,38160,48
2388,170,1,38193,66
2388,75,4,38196,46
2388,1350,7,38199,402
2388,74,10,38202,43
2388,105,13,38205,47
2388,74,16,38208,48
2392,81,2,38258,47
2392,262,5,38261,88
2392,62,8,38264,36
2392,187,11,38267,71
2392,105,13,38269,47
2392,88,15,38271,42
2393,81,2,38274,47
2393,289,3,38275,105
2393,75,4,38276,46
2393,102,6,38278,62
2393,78,9,38281,42
2393,74,10,38282,43
2393,105,13,38285,47
2393,76,14,38286,46
2393,88,15,38287,42
2393,74,16,38288,48
2394,289,3,38291,105
2394,102,6,38294,62
2394,78,9,38297,42
2394,104,12,38300,44
2394,88,15,38303,42
2395,81,2,38306,47
2395,75,4,38308,46
2395,102,6,38310,62
2395,62,8,38312,36
2395,74,10,38314,43
2395,104,12,38316,44
2395,76,14,38318,46
2395,74,16,38320,48
2399,75,4,38372,46
2399,78,9,38377,42
2400,75,4,38388,46
2400,62,8,38392,36
2400,104,12,38396,44
2400,74,16,38400,48
2482,81,2,39698,47
2482,1406,7,39703,418
2482,189,11,39707,71
2483,170,1,39713,67
2483,276,5,39717,90
2483,78,9,39721,42
2483,106,13,39725,47
2484,170,1,39729,67
2484,75,4,39732,46
2484,1408,7,39735,418
2484,74,10,39738,43
2484,106,13,39741,47
2484,74,16,39744,48
2492,277,5,39861,90
2492,74,10,39866,43
2492,88,15,39871,42
2493,293,3,39875,107
2493,1414,7,39879,420
2493,190,11,39883,72
2493,88,15,39887,42
2494,170,1,39889,67
2494,103,6,39894,62
2494,190,11,39899,72
2494,74,16,39904,48
2495,75,4,39908,46
2495,62,8,39912,36
2495,105,12,39916,45
2495,74,16,39920,48
2496,293,3,39923,107
2496,1417,7,39927,420
2496,190,11,39931,72
2496,88,15,39935,42
2533,81,2,40514,47
2533,1436,7,40519,424
2533,105,12,40524,45
2534,296,3,40531,107
2534,1436,7,40535,424
2534,190,11,40539,72
2534,88,15,40543,42
2535,75,4,40548,46
2535,78,9,40553,42
2535,76,14,40558,46
2562,75,4,40980,46
2562,79,9,40985,42
2562,76,14,40990,46
2565,172,1,41025,67
2565,103,6,41030,62
2565,190,11,41035,72
2565,74,16,41040,48
2566,75,4,41044,46
2566,79,9,41049,42
2566,76,14,41054,46
2567,290,5,41061,96
2567,74,10,41066,43
2567,88,15,41071,42
2568,290,5,41077,96
2568,74,10,41082,43
2568,88,15,41087,42
2569,81,2,41090,47
2569,1457,7,41095,428
2569,106,12,41100,45
2572,75,4,41140,46
2572,290,5,41141,96
2572,103,6,41142,63
2572,1457,7,41143,429
2572,63,8,41144,36
2572,79,9,41145,42
2572,75,10,41146,43
2572,190,11,41147,72
2572,106,12,41148,45
2572,107,13,41149,48
2572,76,14,41150,46
2572,88,15,41151,42
2572,74,16,41152,48
2573,172,1,41153,67
2573,81,2,41154,47
2573,298,3,41155,107
2573,75,4,41156,46
2573,290,5,41157,96
2573,103,6,41158,63
2573,1457,7,41159,429
2573,63,8,41160,36
2573,79,9,41161,42
2573,75,10,41162,43
2573,190,11,41163,72
2573,106,12,41164,45
2573,107,13,41165,48
2573,76,14,41166,46
2573,88,15,41167,42
2573,75,16,41168,48
2574,172,1,41169,67
2574,82,2,41170,47
2574,298,3,41171,107
2574,75,4,41172,46
2574,290,5,41173,96
2574,103,6,41174,63
2574,1457,7,41175,429
2574,63,8,41176,36
2574,79,9,41177,42
2574,75,10,41178,43
2381,289,3,38083,105
2381,62,8,38088,36
2381,105,13,38093,47
2382,81,2,38098,47
2382,74,10,38106,43
2382,88,15,38111,42
2384,289,3,38131,105
2384,62,8,38136,36
2384,105,13,38141,47
2385,81,2,38146,47
2385,1348,7,38151,402
2385,104,12,38156,43
2386,170,1,38161,66
2386,261,5,38165,87
2386,78,9,38169,42
2386,105,13,38173,47
2387,170,1,38177,66
2387,75,4,38180,46
2387,1349,7,38183,402
2387,74,10,38186,43
2387,105,13,38189,47
2387,88,15,38191,42
2388,289,3,38195,105
2388,102,6,38198,62
2388,78,9,38201,42
2388,104,12,38204,43
2388,88,15,38207,42
2389,289,3,38211,105
2389,102,6,38214,62
2389,78,9,38217,42
2389,104,12,38220,43
2389,88,15,38223,42
2390,289,3,38227,105
2390,102,6,38230,62
2390,78,9,38233,42
2390,104,12,38236,43
2390,88,15,38239,42
2391,170,1,38241,66
2391,289,3,38243,105
2391,262,5,38245,87
2391,1353,7,38247,402
2391,78,9,38249,42
2391,187,11,38251,71
2391,105,13,38253,47
2391,88,15,38255,42
2392,170,1,38257,66
2392,289,3,38259,105
2392,75,4,38260,46
2392,102,6,38262,62
2392,1353,7,38263,402
2392,78,9,38265,42
2392,74,10,38266,43
2392,104,12,38268,43
2392,76,14,38270,46
2392,74,16,38272,48
2393,170,1,38273,66
2393,263,5,38277,88
2393,1353,7,38279,402
2393,62,8,38280,36
2393,187,11,38283,71
2393,104,12,38284,44
2394,81,2,38290,47
2394,263,5,38293,88
2394,62,8,38296,36
2394,187,11,38299,71
2394,76,14,38302,46
2395,170,1,38305,66
2395,289,3,38307,105
2395,263,5,38309,88
2395,1355,7,38311,402
2395,78,9,38313,42
2395,187,11,38315,71
2395,105,13,38317,47
2395,88,15,38319,42
2396,81,2,38322,47
2396,75,4,38324,46
2396,102,6,38326,62
2396,62,8,38328,36
2396,74,10,38330,43
2396,104,12,38332,44
2396,76,14,38334,46
2396,74,16,38336,48
2397,170,1,38337,66
2397,75,4,38340,46
2397,1356,7,38343,402
2397,74,10,38346,43
2397,105,13,38349,47
2397,74,16,38352,48
2398,170,1,38353,66
2398,263,5,38357,89
2398,78,9,38361,42
2398,105,13,38365,47
2399,81,2,38370,47
2399,263,5,38373,89
2399,1357,7,38375,402
2399,74,10,38378,43
2399,105,13,38381,47
2399,76,14,38382,46
2400,81,2,38386,47
2400,290,3,38387,105
2400,102,6,38390,62
2400,1357,7,38391,403
2400,74,10,38394,43
2400,187,11,38395,71
2400,76,14,38398,46
2400,88,15,38399,42
2485,81,2,39746,47
2485,75,4,39748,46
2485,103,6,39750,62
2485,105,12,39756,45
2485,76,14,39758,46
2492,75,4,39860,46
2492,78,9,39865,42
2492,76,14,39870,46
2493,170,1,39873,67
2493,277,5,39877,90
2493,78,9,39881,42
2493,106,13,39885,47
2493,74,16,39888,48
2494,81,2,39890,47
2494,1414,7,39895,420
2494,105,12,39900,45
2495,293,3,39907,107
2495,1416,7,39911,420
2495,190,11,39915,72
2495,88,15,39919,42
2496,81,2,39922,47
2496,103,6,39926,62
2496,74,10,39930,43
2496,76,14,39934,46
2497,293,3,39939,107
2497,1418,7,39943,420
2497,190,11,39947,72
2497,88,15,39951,42
2504,81,2,40050,47
2504,1424,7,40055,421
2504,74,10,40058,43
2504,76,14,40062,46
2505,293,3,40067,107
2505,62,8,40072,36
2505,107,13,40077,47
2506,293,3,40083,107
2506,62,8,40088,36
2506,107,13,40093,47
2507,293,3,40099,107
2507,1425,7,40103,423
2507,190,11,40107,72
2508,293,3,40115,107
2508,103,6,40118,62
2508,78,9,40121,42
2508,105,12,40124,45
2508,88,15,40127,42
2509,81,2,40130,47
2509,1426,7,40135,423
2509,105,12,40140,45
2510,294,3,40147,107
2510,1426,7,40151,423
2581,106,12,41292,45
2581,76,14,41294,46
2581,76,16,41296,48
2582,172,1,41297,67
2582,298,3,41299,107
2582,290,5,41301,96
2582,1457,7,41303,429
2582,79,9,41305,42
2582,190,11,41307,72
2582,107,13,41309,48
2582,88,15,41311,42
2583,172,1,41313,67
2583,298,3,41315,107
2583,290,5,41317,96
2583,1457,7,41319,429
2583,79,9,41321,43
2583,190,11,41323,72
2583,107,13,41325,48
2583,88,15,41327,42
2584,82,2,41330,47
2584,76,4,41332,46
2584,104,6,41334,64
2584,63,8,41336,40
2584,76,10,41338,43
2584,106,12,41340,45
2584,76,14,41342,46
2584,76,16,41344,48
2585,172,1,41345,67
2585,298,3,41347,107
2585,291,5,41349,96
2585,1457,7,41351,429
2585,79,9,41353,43
2585,190,11,41355,72
2585,107,13,41357,48
2585,88,15,41359,42
2586,82,2,41362,47
2586,76,4,41364,47
2586,104,6,41366,64
2586,63,8,41368,40
2586,76,10,41370,43
2586,106,12,41372,45
2586,76,14,41374,46
2586,76,16,41376,48
2587,82,2,41378,47
2587,76,4,41380,47
2587,104,6,41382,64
2587,63,8,41384,40
2587,76,10,41386,43
2587,106,12,41388,45
2587,76,14,41390,46
2587,76,16,41392,49
2588,82,2,41394,47
2588,76,4,41396,47
2588,104,6,41398,64
2588,63,8,41400,40
2588,76,10,41402,43
2588,106,12,41404,45
2588,76,14,41406,47
2588,76,16,41408,49
2589,82,2,41410,47
2589,76,4,41412,47
2589,104,6,41414,64
2589,63,8,41416,40
2589,76,10,41418,43
2589,106,12,41420,45
2589,76,14,41422,47
2589,76,16,41424,49
2591,172,1,41441,67
2591,299,3,41443,107
2591,291,5,41445,96
2591,1457,7,41447,429
2591,79,9,41449,43
2591,190,11,41451,72
2591,107,13,41453,48
2591,88,15,41455,42
2592,82,2,41458,47
2592,76,4,41460,47
2592,104,6,41462,64
2592,63,8,41464,40
2592,76,10,41466,44
2592,106,12,41468,45
2592,76,14,41470,47
2592,76,16,41472,51
2593,82,2,41474,47
2593,76,4,41476,47
2593,104,6,41478,64
2593,63,8,41480,40
2593,76,10,41482,44
2593,106,12,41484,45
2593,76,14,41486,47
2593,76,16,41488,51
2595,172,1,41505,67
2595,82,2,41506,47
2595,299,3,41507,107
2595,76,4,41508,47
2595,291,5,41509,96
2595,104,6,41510,64
2595,1459,7,41511,429
2595,64,8,41512,40
2595,79,9,41513,43
2595,76,10,41514,44
2595,190,11,41515,72
2595,106,12,41516,45
2595,107,13,41517,48
2595,76,14,41518,47
2595,88,15,41519,42
2595,76,16,41520,51
2596,172,1,41521,67
2596,299,3,41523,107
2596,291,5,41525,96
2596,1459,7,41527,429
2596,79,9,41529,43
2596,190,11,41531,72
2596,107,13,41533,48
2596,88,15,41535,42
2597,172,1,41537,67
2597,299,3,41539,107
2597,291,5,41541,96
2597,1459,7,41543,429
2597,79,9,41545,43
2597,190,11,41547,72
2597,107,13,41549,48
2597,88,15,41551,42
2598,82,2,41554,47
2598,76,4,41556,47
2598,104,6,41558,64
2598,64,8,41560,40
2598,76,10,41562,44
2598,106,12,41564,45
2598,76,14,41566,47
2598,77,16,41568,53
2599,172,1,41569,67
2599,299,3,41571,107
2599,291,5,41573,96
2599,1459,7,41575,429
2599,79,9,41577,43
2599,190,11,41579,72
2599,107,13,41581,48
2599,88,15,41583,42
2600,82,2,41586,47
2600,76,4,41588,47
2600,104,6,41590,64
2600,64,8,41592,40
2600,76,10,41594,44
2600,106,12,41596,45
2600,77,14,41598,47
2600,78,16,41600,53
2601,172,1,41601,67
2601,299,3,41603,107
2601,292,5,41605,96
2601,1459,7,41607,429
2601,79,9,41609,43
2601,190,11,41611,72
2601,107,13,41613,48
2601,88,15,41615,42
2602,82,2,41618,47
2602,76,4,41620,47
2581,107,13,41293,48
2581,88,15,41295,42
2582,82,2,41298,47
2582,76,4,41300,46
2582,104,6,41302,63
2582,63,8,41304,40
2582,76,10,41306,43
2582,106,12,41308,45
2582,76,14,41310,46
2582,76,16,41312,48
2583,82,2,41314,47
2583,76,4,41316,46
2583,104,6,41318,63
2583,63,8,41320,40
2583,76,10,41322,43
2583,106,12,41324,45
2583,76,14,41326,46
2583,76,16,41328,48
2584,172,1,41329,67
2584,298,3,41331,107
2584,290,5,41333,96
2584,1457,7,41335,429
2584,79,9,41337,43
2584,190,11,41339,72
2584,107,13,41341,48
2584,88,15,41343,42
2585,82,2,41346,47
2585,76,4,41348,46
2585,104,6,41350,64
2585,63,8,41352,40
2585,76,10,41354,43
2585,106,12,41356,45
2585,76,14,41358,46
2585,76,16,41360,48
2586,172,1,41361,67
2586,298,3,41363,107
2586,291,5,41365,96
2586,1457,7,41367,429
2586,79,9,41369,43
2586,190,11,41371,72
2586,107,13,41373,48
2586,88,15,41375,42
2587,172,1,41377,67
2587,298,3,41379,107
2587,291,5,41381,96
2587,1457,7,41383,429
2587,79,9,41385,43
2587,190,11,41387,72
2587,107,13,41389,48
2587,88,15,41391,42
2588,172,1,41393,67
2588,298,3,41395,107
2588,291,5,41397,96
2588,1457,7,41399,429
2588,79,9,41401,43
2588,190,11,41403,72
2588,107,13,41405,48
2588,88,15,41407,42
2589,172,1,41409,67
2589,299,3,41411,107
2589,291,5,41413,96
2589,1457,7,41415,429
2589,79,9,41417,43
2589,190,11,41419,72
2589,107,13,41421,48
2589,88,15,41423,42
2590,172,1,41425,67
2590,82,2,41426,47
2590,299,3,41427,107
2590,76,4,41428,47
2590,291,5,41429,96
2590,104,6,41430,64
2590,1457,7,41431,429
2590,63,8,41432,40
2590,79,9,41433,43
2590,76,10,41434,43
2590,190,11,41435,72
2590,106,12,41436,45
2590,107,13,41437,48
2590,76,14,41438,47
2590,88,15,41439,42
2590,76,16,41440,50
2591,82,2,41442,47
2591,76,4,41444,47
2591,104,6,41446,64
2591,63,8,41448,40
2591,76,10,41450,43
2591,106,12,41452,45
2591,76,14,41454,47
2591,76,16,41456,51
2592,172,1,41457,67
2592,299,3,41459,107
2592,291,5,41461,96
2592,1457,7,41463,429
2592,79,9,41465,43
2592,190,11,41467,72
2592,107,13,41469,48
2592,88,15,41471,42
2593,172,1,41473,67
2593,299,3,41475,107
2593,291,5,41477,96
2593,1458,7,41479,429
2593,79,9,41481,43
2593,190,11,41483,72
2593,107,13,41485,48
2593,88,15,41487,42
2594,172,1,41489,67
2594,82,2,41490,47
2594,299,3,41491,107
2594,76,4,41492,47
2594,291,5,41493,96
2594,104,6,41494,64
2594,1458,7,41495,429
2594,64,8,41496,40
2594,79,9,41497,43
2594,76,10,41498,44
2594,190,11,41499,72
2594,106,12,41500,45
2594,107,13,41501,48
2594,76,14,41502,47
2594,88,15,41503,42
2594,76,16,41504,51
2596,82,2,41522,47
2596,76,4,41524,47
2596,104,6,41526,64
2596,64,8,41528,40
2596,76,10,41530,44
2596,106,12,41532,45
2596,76,14,41534,47
2596,77,16,41536,51
2597,82,2,41538,47
2597,76,4,41540,47
2597,104,6,41542,64
2597,64,8,41544,40
2597,76,10,41546,44
2597,106,12,41548,45
2597,76,14,41550,47
2597,77,16,41552,52
2598,172,1,41553,67
2598,299,3,41555,107
2598,291,5,41557,96
2598,1459,7,41559,429
2598,79,9,41561,43
2598,190,11,41563,72
2598,107,13,41565,48
2598,88,15,41567,42
2599,82,2,41570,47
2599,76,4,41572,47
2599,104,6,41574,64
2599,64,8,41576,40
2599,76,10,41578,44
2599,106,12,41580,45
2599,77,14,41582,47
2599,77,16,41584,53
2600,172,1,41585,67
2600,299,3,41587,107
2600,291,5,41589,96
2600,1459,7,41591,429
2600,79,9,41593,43
2600,190,11,41595,72
2600,107,13,41597,48
2600,88,15,41599,42
2601,82,2,41602,47
2601,76,4,41604,47
2601,104,6,41606,64
2601,64,8,41608,40
2601,76,10,41610,44
2601,106,12,41612,45
2601,77,14,41614,47
2601,78,16,41616,53
2602,172,1,41617,67
2602,299,3,41619,107
2602,292,5,41621,96
2602,1459,7,41623,429
2602,79,9,41625,43
2602,190,11,41627,72
2602,107,13,41629,48
2602,89,15,41631,42
2603,172,1,41633,67
2603,82,2,41634,47
2603,299,3,41635,107
2603,76,4,41636,47
2603,292,5,41637,96
2603,104,6,41638,64
2603,1459,7,41639,429
2603,65,8,41640,40
2603,79,9,41641,43
2603,76,10,41642,44
2603,190,11,41643,72
2603,106,12,41644,45
2603,107,13,41645,48
2603,77,14,41646,47
2603,89,15,41647,42
2603,78,16,41648,53
2604,172,1,41649,67
2604,299,3,41651,107
2604,292,5,41653,96
2604,1459,7,41655,429
2604,79,9,41657,43
2604,190,11,41659,72
2604,107,13,41661,48
2604,89,15,41663,42
2605,172,1,41665,67
2605,82,2,41666,47
2605,299,3,41667,107
2605,76,4,41668,47
2605,292,5,41669,96
2605,104,6,41670,64
2605,1459,7,41671,429
2605,67,8,41672,40
2605,79,9,41673,43
2605,76,10,41674,44
2605,190,11,41675,72
2605,106,12,41676,45
2605,107,13,41677,48
2605,77,14,41678,47
2605,89,15,41679,42
2605,79,16,41680,53
2607,172,1,41697,67
2607,299,3,41699,107
2607,292,5,41701,96
2607,1459,7,41703,429
2607,79,9,41705,43
2607,190,11,41707,72
2607,107,13,41709,48
2607,89,15,41711,42
2608,82,2,41714,47
2608,76,4,41716,48
2608,104,6,41718,64
2608,67,8,41720,40
2608,76,10,41722,44
2608,106,12,41724,45
2608,78,14,41726,47
2610,172,1,41745,67
2610,299,3,41747,107
2610,292,5,41749,96
2610,1459,7,41751,429
2610,80,9,41753,43
2610,190,11,41755,72
2610,107,13,41757,48
2610,89,15,41759,42
2611,172,1,41761,67
2611,82,2,41762,47
2611,299,3,41763,107
2611,76,4,41764,48
2611,292,5,41765,96
2611,104,6,41766,64
2611,1459,7,41767,429
2611,67,8,41768,40
2611,80,9,41769,43
2611,78,10,41770,44
2611,190,11,41771,72
2611,106,12,41772,45
2611,107,13,41773,48
2611,78,14,41774,48
2611,89,15,41775,42
2611,80,16,41776,53
2612,172,1,41777,67
2612,299,3,41779,107
2612,292,5,41781,96
2612,1459,7,41783,429
2612,80,9,41785,43
2612,190,11,41787,72
2612,107,13,41789,48
2612,89,15,41791,42
2613,172,1,41793,67
2613,82,2,41794,47
2613,299,3,41795,107
2613,77,4,41796,48
2613,292,5,41797,96
2613,104,6,41798,64
2613,1459,7,41799,429
2613,67,8,41800,41
2613,80,9,41801,43
2613,78,10,41802,44
2613,190,11,41803,72
2613,106,12,41804,45
2613,107,13,41805,48
2613,78,14,41806,48
2613,89,15,41807,42
2613,80,16,41808,53
2614,172,1,41809,67
2614,299,3,41811,107
2614,292,5,41813,96
2614,1459,7,41815,429
2614,80,9,41817,43
2614,190,11,41819,72
2614,107,13,41821,48
2614,89,15,41823,42
2615,82,2,41826,47
2615,77,4,41828,48
2615,104,6,41830,64
2615,69,8,41832,41
2615,78,10,41834,44
2615,106,12,41836,45
2615,78,14,41838,48
2615,80,16,41840,53
2617,82,2,41858,47
2617,77,4,41860,48
2617,104,6,41862,64
2617,69,8,41864,41
2617,78,10,41866,44
2617,106,12,41868,45
2617,78,14,41870,48
2617,81,16,41872,54
2618,82,2,41874,47
2618,77,4,41876,48
2618,104,6,41878,64
2618,69,8,41880,41
2618,78,10,41882,44
2618,106,12,41884,45
2618,78,14,41886,48
2618,82,16,41888,54
2620,172,1,41905,67
2602,104,6,41622,64
2602,64,8,41624,40
2602,76,10,41626,44
2602,106,12,41628,45
2602,77,14,41630,47
2602,78,16,41632,53
2604,82,2,41650,47
2604,76,4,41652,47
2604,104,6,41654,64
2604,66,8,41656,40
2604,76,10,41658,44
2604,106,12,41660,45
2604,77,14,41662,47
2604,79,16,41664,53
2606,172,1,41681,67
2606,82,2,41682,47
2606,299,3,41683,107
2606,76,4,41684,48
2606,292,5,41685,96
2606,104,6,41686,64
2606,1459,7,41687,429
2606,67,8,41688,40
2606,79,9,41689,43
2606,76,10,41690,44
2606,190,11,41691,72
2606,106,12,41692,45
2606,107,13,41693,48
2606,77,14,41694,47
2606,89,15,41695,42
2606,79,16,41696,53
2607,82,2,41698,47
2607,76,4,41700,48
2607,104,6,41702,64
2607,67,8,41704,40
2607,76,10,41706,44
2607,106,12,41708,45
2607,78,14,41710,47
2607,79,16,41712,53
2608,172,1,41713,67
2608,299,3,41715,107
2608,292,5,41717,96
2608,1459,7,41719,429
2608,80,9,41721,43
2608,190,11,41723,72
2608,107,13,41725,48
2608,89,15,41727,42
2608,80,16,41728,53
2609,172,1,41729,67
2609,82,2,41730,47
2609,299,3,41731,107
2609,76,4,41732,48
2609,292,5,41733,96
2609,104,6,41734,64
2609,1459,7,41735,429
2609,67,8,41736,40
2609,80,9,41737,43
2609,77,10,41738,44
2609,190,11,41739,72
2609,106,12,41740,45
2609,107,13,41741,48
2609,78,14,41742,47
2609,89,15,41743,42
2609,80,16,41744,53
2610,82,2,41746,47
2610,76,4,41748,48
2610,104,6,41750,64
2610,67,8,41752,40
2610,77,10,41754,44
2610,106,12,41756,45
2610,78,14,41758,48
2610,80,16,41760,53
2612,82,2,41778,47
2612,76,4,41780,48
2612,104,6,41782,64
2612,67,8,41784,41
2612,78,10,41786,44
2612,106,12,41788,45
2612,78,14,41790,48
2612,80,16,41792,53
2614,82,2,41810,47
2614,77,4,41812,48
2614,104,6,41814,64
2614,68,8,41816,41
2614,78,10,41818,44
2614,106,12,41820,45
2614,78,14,41822,48
2614,80,16,41824,53
2615,172,1,41825,67
2615,299,3,41827,107
2615,292,5,41829,96
2615,1459,7,41831,429
2615,80,9,41833,43
2615,190,11,41835,72
2615,107,13,41837,48
2615,89,15,41839,42
2616,172,1,41841,67
2616,82,2,41842,47
2616,299,3,41843,107
2616,77,4,41844,48
2616,292,5,41845,96
2616,104,6,41846,64
2616,1459,7,41847,429
2616,69,8,41848,41
2616,80,9,41849,43
2616,78,10,41850,44
2616,190,11,41851,72
2616,106,12,41852,45
2616,107,13,41853,48
2616,78,14,41854,48
2616,89,15,41855,42
2616,80,16,41856,54
2617,172,1,41857,67
2617,299,3,41859,107
2617,292,5,41861,96
2617,1459,7,41863,429
2617,80,9,41865,43
2617,190,11,41867,72
2617,107,13,41869,48
2617,89,15,41871,42
2618,172,1,41873,67
2618,299,3,41875,107
2618,292,5,41877,96
2618,1459,7,41879,429
2618,80,9,41881,43
2618,190,11,41883,72
2618,107,13,41885,48
2618,89,15,41887,42
2619,172,1,41889,67
2619,82,2,41890,47
2619,299,3,41891,107
2619,77,4,41892,48
2619,292,5,41893,96
2619,104,6,41894,64
2619,1459,7,41895,429
2619,69,8,41896,41
2619,80,9,41897,43
2619,78,10,41898,44
2619,190,11,41899,72
2619,106,12,41900,45
2619,107,13,41901,48
2619,78,14,41902,48
2619,89,15,41903,42
2619,83,16,41904,54
2621,82,2,41922,47
2621,77,4,41924,48
2621,105,6,41926,64
2621,69,8,41928,41
2621,78,10,41930,44
2621,106,12,41932,45
2621,79,14,41934,48
2621,83,16,41936,54
2622,172,1,41937,67
