id,batch_id,batch_type,PreScreen_Q1,Commitment_Q1,Commitment_Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Manipulation_Q1,Manipulation_Q2,Manipulation_Q2_TEXT,QD2,QD2_1_TEXT,QD3_1,QD3_2,QD3_3,QD3_4,QD3_5,QD3_6,QD3_7,QD4,QD5,rnum,pi1,pi2,pi3,pi4,pi5,pi6,pi7,rnum_age,age1,age2,first_name1,first_name2,pol_exp1,pol_exp2,career1,career2
1874,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,26,,,,,White,,,No,Male,0.59177333246725,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.13738797817784082,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1875,0,Warmup,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 2,,,Age,25,,Asian,,Native Hawaiian or Other Pacific Islander,,,,No,Male,0.8337718080342216,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.33729768226325924,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1876,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,37,American Indian or Alaska Native,,,,White,,,No,Male,0.3133126437462197,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.5482351059439208,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1877,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,35,American Indian or Alaska Native,,,,White,,,No,Male,0.34103434307990466,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.04251401499903622,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1878,15,Iterative Batch Phase: Min,Yes,"Yes, I will",Purple,,,,,,,,Candidate 1,Candidate 2,,,Age,36,,,Black or African American,,,,,No,Female,0.07696541773084677,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.07706465876592897,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1879,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,23,,,,,White,,,No,Female,0.30386188121136787,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.36955362078024856,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1880,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,30,,,,,White,,,No,Female,0.665145426444976,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.6925090662419119,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1881,0,Warmup,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 1,,,Age,31,,,,,White,,,No,Female,0.9486606339804504,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.8305446791533717,62,49,Brendan Schmitt,Jay O'Connell,No experience,No experience,Restaurant owner,Small business owner
1882,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,57,,,Black or African American,,,,,No,Female,0.4764841796077053,0,0,0,0,0.5,1,1,0.9544167998140716,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1883,100,Validation,Yes,"Yes, I will",Purple,,Candidate 1,,,,,,,Candidate 2,,,Age,36,,,,,White,,,No,Female,0.17396132395927824,0,0,0,0,0.5,1,1,0.17833700640554004,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1884,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,25,,,,,White,,,No,Prefer not to disclose,0.07052116400341531,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.45753972662089853,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1885,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,30,,Asian,,,,,,No,Female,0.4380751881837089,0,0,0,0,0.5,1,1,0.03177589854034034,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1886,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,32,,,,,White,,,No,Male,0.09487730802383212,0,0,0,0,0.5,1,1,0.3088133030824394,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1887,5,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,62,American Indian or Alaska Native,,,,White,,,No,Male,0.7249048398167139,0.045,0.165,0.303,0.386,0.501,0.876,0.953,0.538059055930483,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1888,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,40,,,,,White,,,No,Male,0.3503775359947182,0,0,0,0,0.5,1,1,0.01709293411511297,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1889,100,Validation,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,44,,,,,White,,,No,Male,0.21156607154094756,0,0,0,0,0.5,1,1,0.3439984939396378,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1890,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,39,,Asian,,,,,,No,Male,0.5446935024915015,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.5975895499804964,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1891,7,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,31,,,,,White,,,No,Male,0.9547979305393056,0.022,0.112,0.218,0.572,0.637,0.878,0.963,0.5536047924667608,62,49,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1892,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,31,,,Black or African American,,,,,No,Female,0.950567830342466,0,0,0,0,0.5,1,1,0.8741844161120673,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1893,100,Validation,Yes,"Yes, I will",Purple,,Candidate 2,,,,,,,Candidate 1,,,Age,38,,,,,White,,,No,Female,0.2230958254595976,0,0,0,0,0.5,1,1,0.8590564459699803,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1894,100,Validation,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,31,,Asian,,,,,,No,Male,0.8596406099059714,0,0,0,0,0.5,1,1,0.27024407458264477,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1895,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,43,,,,,White,,,No,Female,0.3685820748490705,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.6995074799516023,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1896,0,Warmup,Yes,"Yes, I will",Purple,,Candidate 1,,,,,,,Candidate 2,,,Age,24,,,,,White,,,No,Male,0.20744375004606408,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.1922979813982495,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1897,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,45,,,Black or African American,,,,,No,Female,0.37933147497925246,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.17402847534372204,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1898,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,31,,,,,White,,,No,Male,0.8080110901054021,0,0,0,0,0.5,1,1,0.12032507758595168,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1899,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 1,,,Age,38,,,,,White,,,No,Female,0.10573119067254735,0,0,0,0,0.5,1,1,0.8048486227180922,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1900,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 1,,,Age,26,,,,,White,,,No,Female,0.3193942495434066,0,0,0,0,0.5,1,1,0.5801865962753506,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1901,100,Validation,Yes,"Yes, I will",purple,,,,,,Candidate 1,,,Candidate 1,,,Age,41,,,,,White,,,No,Male,0.6498124682460475,0,0,0,0,0.5,1,1,0.727966557659201,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1902,12,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,27,,,,,White,,,Yes,Female,0.6613982046631627,0.032,0.088,0.152,0.467,0.637,0.942,0.979,0.15518399331606553,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1903,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,48,,,,,White,,,No,Male,0.37678923769313594,0,0,0,0,0.5,1,1,0.3769270145280582,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1904,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,41,,,Black or African American,,,,,No,Male,0.2131340459951046,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.7899662835500124,62,49,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1905,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,38,,,,,White,,,No,Male,0.03564623650993365,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.7761424581464712,62,49,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1906,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 2,,,Age,,,,,,White,,,Yes,Male,0.17385794622214928,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.15612141651942427,49,62,Tanisha Rivers,Keisha Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1907,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,36,,,Black or African American,,White,,,No,Male,0.767124338021298,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.7582456876426575,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1908,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,31,,,,,White,,,No,Male,0.4122320116526056,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.4819788025882978,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1909,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,28,,,,,White,,,No,Male,0.5665610296573865,0,0,0,0,0.5,1,1,0.25222699838975143,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1910,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,31,,,,,White,,,No,Female,0.5091487109915234,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.07139156061955532,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1911,0,Warmup,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,45,,,,,White,,,No,Female,0.562098550741118,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.9122517381124784,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1912,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,28,American Indian or Alaska Native,,,,White,Other,,Yes,Female,0.6896709575526582,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.505876748940413,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1913,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,39,,,,,White,,,No,Male,0.086849752135307,0,0,0,0,0.5,1,1,0.08739412484862705,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1914,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,56,,,Black or African American,,White,,,No,Female,0.394100118054566,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.495203017605283,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1915,2,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,23,,,,,White,,,No,Female,0.06862968114871291,0.355,0.471,0.612,0.642,0.708,0.821,0.949,0.4416531236939256,49,62,Laurie Schmitt,Allison O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1916,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,54,,,,,White,,,No,Male,0.42514466783617266,0,0,0,0,0.5,1,1,0.2673061744466671,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1917,100,Validation,Yes,"Yes, I will",Purple,,,,,,Candidate 1,,,Candidate 2,,,Age,23,,,Black or African American,,,,,No,Female,0.5321259402046273,0,0,0,0,0.5,1,1,0.2100219878391414,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1918,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,29,,,Black or African American,,,,,No,Female,0.829136816279296,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.09703938362585368,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1919,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,40,,,,,White,,,No,Female,0.8740289066624894,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.74215967295276,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1920,2,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,49,,,,,White,,,No,Male,0.9011834349718838,0.023,0.176,0.186,0.199,0.845,0.94,0.955,0.6105803494831967,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1921,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,28,,,,,White,,,No,Female,0.6055692601030621,0,0,0,0,0.5,1,1,0.28806114599296384,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1922,8,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,48,,Asian,,,,,,No,Female,0.942696832572738,0.017,0.073,0.193,0.444,0.498,0.869,0.968,0.131119365834426,49,62,Brendan Schmitt,Jay O'Connell,Member of Congress,State legislator,Restaurant owner,Small business owner
1923,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,,,Candidate 2,,,,Candidate 1,,,Age,39,,Asian,,,White,,,No,Male,0.11979679137463609,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.9163924744158034,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1924,100,Validation,Yes,"Yes, I will",Purple,,,,,,,Candidate 1,,Candidate 2,,,Age,28,,,,,White,,,No,Female,0.16348089886910305,0,0,0,0,0.5,1,1,0.4249024010321364,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1925,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,45,,,,,White,,,No,Female,0.7754250270722958,0,0,0,0,0.5,1,1,0.5896199121115776,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1926,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 2,,,Age,68,,,,,White,,,No,Male,0.7257381285833516,0,0,0,0,0.5,1,1,0.13102088568988743,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1927,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,39,,,,,White,,,No,Male,0.3247600524511095,0,0,0,0,0.5,1,1,0.6969101940507326,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1928,100,Validation,Yes,"Yes, I will",purple,Candidate 1,,,,,,,,Candidate 1,,,Age,64,,,,,White,,,No,Male,0.01101326919417206,0,0,0,0,0.5,1,1,0.992786809101884,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1929,4,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,I don't know,,,Age,58,,Asian,,,,,,No,Female,0.6006645671093521,0.035,0.102,0.108,0.12,0.856,0.901,0.916,0.4960701655354514,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1930,11,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,57,,,,,White,,,No,Female,0.7123612453491337,0.023,0.084,0.135,0.522,0.636,0.947,0.981,0.9444008876905778,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1931,20,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,39,,,Black or African American,,,,,No,Male,0.8526912980835631,0.055,0.069,0.098,0.309,0.421,0.967,0.987,0.9874413311452236,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1932,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 1,,Candidate 2,,,Age,34,,,,,White,,,No,Female,0.7490203496415682,0,0,0,0,0.5,1,1,0.09349432939046395,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1933,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 2,,,Age,31,,Asian,,,,,,Yes,Male,0.6981691056159719,0,0,0,0,0.5,1,1,0.01924337586836036,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1934,100,Validation,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,27,,,Black or African American,,,,,No,Male,0.34018382158600347,0,0,0,0,0.5,1,1,0.34378666112753253,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1935,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 2,,,Age,35,,,Black or African American,,,,,No,Male,0.25077274610539263,0,0,0,0,0.5,1,1,0.4605271486706397,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1936,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,22,,,,,,Other,,Yes,Female,0.8488430808877673,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.6957099057491193,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1937,0,Warmup,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 1,,,Age,34,,,,,White,,,No,Female,0.6588437519173239,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.6471596655080001,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1938,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,20,,,,,White,,,No,Male,0.3346937856019227,0,0,0,0,0.5,1,1,0.7352482943644859,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1939,0,Warmup,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,32,,,,,White,,,No,Female,0.24842501507336856,0.125,0.25,0.375,0.5,0.625,0.75,0.875,0.6575089065957602,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1940,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,30,,,,,White,,,No,Female,0.6456940871769782,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.5092687954914916,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1941,100,Validation,Yes,"Yes, I will",purple,,,Candidate 1,,,,,,Candidate 2,,,Age,22,,,,,White,,,No,Male,0.3485517246528882,0,0,0,0,0.5,1,1,0.4316167492493095,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1942,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 2,,,Age,40,,,,,White,,,No,Male,0.09710708914722949,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.00922474847389961,49,62,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1943,14,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,Candidate 2,,,Candidate 2,,,Age,41,,,,,White,,,No,Male,0.8377721679484873,0.046,0.098,0.158,0.614,0.753,0.946,0.973,0.1763448997345625,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1944,6,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,57,,,Black or African American,,,,,No,Female,0.7451879404823267,0.045,0.123,0.288,0.392,0.474,0.891,0.965,0.9607785881871308,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1945,17,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 1,,,Age,42,,,,,White,,,No,Female,0.31035484543776953,0.03,0.066,0.096,0.342,0.486,0.919,0.959,0.9611656323450536,62,49,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1946,100,Validation,Yes,"Yes, I will",purple,Candidate 2,,,,,,,,Candidate 1,,,Age,68,,,,,White,,,No,Female,0.8660049482402403,0,0,0,0,0.5,1,1,0.6690756063137845,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1947,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 1,,,Age,52,,,,,White,,,No,Female,0.8956590022183161,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.8070601732020872,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1948,3,Iterative Batch Phase: Max,Yes,"Yes, I will",purple,,Candidate 2,,,,,,,Candidate 1,,,Age,47,,,,,White,,,No,Male,0.4376660702837785,0.028,0.073,0.078,0.094,0.813,0.925,0.94,0.8394783348402657,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1949,4,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,Candidate 1,,,,,,,Candidate 1,,,Age,38,,,Black or African American,,,,,No,Female,0.2178421842907188,0.041,0.355,0.476,0.525,0.579,0.78,0.896,0.548694729699915,62,49,Laurie Schmitt,Allison O'Connell,No experience,No experience,Restaurant owner,Small business owner
1950,15,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,38,,,,,White,,,No,Male,0.8312670397179357,0.042,0.09,0.157,0.552,0.683,0.896,0.924,0.997339447261146,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1951,10,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 2,,,,,Candidate 2,,,Age,31,,,,,White,,,No,Female,0.7862032565256123,0.052,0.166,0.24,0.497,0.625,0.922,0.966,0.26648408436833043,49,62,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1952,100,Validation,Yes,"Yes, I will",purple,,,Candidate 2,,,,,,Candidate 1,,,Age,48,,Asian,,,,,,No,Male,0.9569316028982708,0,0,0,0,0.5,1,1,0.9812116769564364,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
1953,13,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,,,,Candidate 2,Candidate 1,,,Age,29,,,,,White,,,Yes,Male,0.567695261111412,0.046,0.108,0.144,0.455,0.677,0.952,0.978,0.8931044782263005,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1954,19,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,,Candidate 1,,,,Candidate 2,,,Age,46,,,,,White,,,No,Male,0.10410418852793615,0.04,0.053,0.083,0.255,0.36,0.959,0.975,0.33198224271926613,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1955,1,Iterative Batch Phase: Min,Yes,"Yes, I will",purple,,,,Candidate 1,,,,,Candidate 2,,,Age,48,,,,,White,,,No,Male,0.6920060097919791,0.111,0.146,0.346,0.738,0.748,0.781,0.982,0.21181846764213835,49,62,Tanisha Rivers,Keisha Mosely,No experience,No experience,Restaurant owner,Small business owner
1956,100,Validation,Yes,"Yes, I will",purple,,,,,,,,Candidate 1,Candidate 2,,,Age,26,,,,,White,,,No,Male,0.18722953977697285,0,0,0,0,0.5,1,1,0.3102243294264712,49,62,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1957,100,Validation,Yes,"Yes, I will",Purple,,,,Candidate 2,,,,,Candidate 2,,,Age,24,,,,,White,,,Yes,Male,0.2633839136137124,0,0,0,0,0.5,1,1,0.7865257763272444,62,49,Tremayne Rivers,Rasheed Mosely,Member of Congress,State legislator,Restaurant owner,Small business owner
1958,100,Validation,Yes,"Yes, I will",purple,,,,,,,Candidate 2,,Candidate 1,,,Age,25,,,,,White,,,No,Male,0.59892234080446,0,0,0,0,0.5,1,1,0.6252859527304038,62,49,Tremayne Rivers,Rasheed Mosely,No experience,No experience,Restaurant owner,Small business owner
